municipio,uf,codigo_ibge,latitude,longitude,aeroporto_mais_proximo,codigo_iata,codigo_icao,codigo_principal,distancia_km
Petrolândia,PE,2611002.0,-8.977343464383319,-38.22073354530009,Paulo Afonso Airport,PAV,SBUF,PAV,47.21
Petrolina,PE,2611101.0,-9.397375515,-40.499999334652244,Senador Nilo Coelho Airport,PNZ,SBPL,PNZ,8.52
Poção,PE,2611200.0,-8.186227008941232,-36.70587989771915,Caruaru Airport,CAU,SNRU,CAU,76.94
Pombos,PE,2611309.0,-8.144359860028654,-35.39619535822749,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,52.06
Primavera,PE,2611408.0,-8.331376086118274,-35.3539433948819,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,52.55
Quipapá,PE,2611507.0,-8.82788502205398,-36.01198952995688,Caruaru Airport,CAU,SNRU,CAU,60.66
Quixaba,PE,2611533.0,-7.718126410140884,-37.84644561954567,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,166.48
Recife,PE,2611606.0,-8.062762483052406,-34.88894194457771,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,8.05
Riacho Das Almas,PE,2611705.0,-8.127032780587975,-35.86087494745807,Caruaru Airport,CAU,SNRU,CAU,24.1
Ribeirão,PE,2611804.0,-8.511116040000001,-35.376130823703846,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,65.64
Rio Formoso,PE,2611903.0,-8.662171085325845,-35.15543281721604,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,64.79
Sairé,PE,2612000.0,-8.32761353933924,-35.71024776628665,Caruaru Airport,CAU,SNRU,CAU,33.74
Salgadinho,PE,2612109.0,-7.939483741417239,-35.6380612404985,Caruaru Airport,CAU,SNRU,CAU,56.23
Salgueiro,PE,2612208.0,-8.070677522134158,-39.12085098110396,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,96.12
Saloá,PE,2612307.0,-8.975995480867875,-36.69272917416978,Arapiraca Airport,APQ,SNAL,APQ,89.16
Sanharó,PE,2612406.0,-8.362961968923385,-36.56250719538324,Caruaru Airport,CAU,SNRU,CAU,61.06
Santa Cruz,PE,2612455.0,-8.237961118413324,-40.337687655569326,Senador Nilo Coelho Airport,PNZ,SBPL,PNZ,127.59
Santa Cruz Da Baixa Verde,PE,2612471.0,-7.821469682321431,-38.15313818175943,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,140.18
Santa Cruz Do Capibaribe,PE,2612505.0,-7.9551894999999995,-36.20395001714574,Caruaru Airport,CAU,SNRU,CAU,41.99
Santa Filomena,PE,2612554.0,-8.160511167264819,-40.61577518502399,Senador Nilo Coelho Airport,PNZ,SBPL,PNZ,133.74
Santa Maria Da Boa Vista,PE,2612604.0,-8.804126499999999,-39.824235725496706,Senador Nilo Coelho Airport,PNZ,SBPL,PNZ,102.68
Santa Maria Do Cambucá,PE,2612703.0,-7.831813426230985,-35.88524333900236,Caruaru Airport,CAU,SNRU,CAU,52.05
Santa Terezinha,PE,2612802.0,-7.3703557392669685,-37.48003272325674,Presidente João Suassuna Airport,CPV,SBKG,CPV,175.01
São Benedito Do Sul,PE,2612901.0,-8.810438234194985,-35.93112261935144,Caruaru Airport,CAU,SNRU,CAU,59.41
São Bento Do Una,PE,2613008.0,-8.51986752058347,-36.44629836159629,Caruaru Airport,CAU,SNRU,CAU,54.44
São Caitano,PE,2613107.0,-8.327360500000001,-36.137359795818554,Caruaru Airport,CAU,SNRU,CAU,14.52
São João,PE,2613206.0,-8.87755937542735,-36.36825307653292,Caruaru Airport,CAU,SNRU,CAU,76.82
São Joaquim Do Monte,PE,2613305.0,-8.4321515,-35.80949117210962,Caruaru Airport,CAU,SNRU,CAU,27.95
São José Da Coroa Grande,PE,2613404.0,-8.894195130729766,-35.14570708470852,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,88.79
São José Do Belmonte,PE,2613503.0,-7.861740054721948,-38.759453780009686,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,90.98
São José Do Egito,PE,2613602.0,-7.47402518326653,-37.27507218524384,Presidente João Suassuna Airport,CPV,SBKG,CPV,153.72
São Lourenço Da Mata,PE,2613701.0,-7.995937999999999,-35.04127753932103,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,19.46
São Vicente Ferrer,PE,2613800.0,-7.592212732565365,-35.49012188088574,Presidente João Suassuna Airport,CPV,SBKG,CPV,57.37
Serra Talhada,PE,2613909.0,-7.9879975199999995,-38.29631494747272,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,137.23
Serrita,PE,2614006.0,-7.954340398079808,-39.292623174362134,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,81.81
Sertânia,PE,2614105.0,-8.07245,-37.26739010128783,Caruaru Airport,CAU,SNRU,CAU,139.97
Sirinhaém,PE,2614204.0,-8.5933695,-35.11640535466846,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,56.08
Moreilândia,PE,2614303.0,-7.629982688120211,-39.553753731078814,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,55.38
Solidão,PE,2614402.0,-7.602125684248994,-37.647470237033446,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,183.92
Surubim,PE,2614501.0,-7.83515705731727,-35.75678410344172,Caruaru Airport,CAU,SNRU,CAU,57.2
Tabira,PE,2614600.0,-7.591136513022615,-37.540265774187475,Presidente João Suassuna Airport,CPV,SBKG,CPV,184.74
Tacaimbó,PE,2614709.0,-8.315610724825847,-36.29040430482552,Caruaru Airport,CAU,SNRU,CAU,30.69
Tacaratu,PE,2614808.0,-9.105699644294107,-38.15346115967958,Paulo Afonso Airport,PAV,SBUF,PAV,34.51
Tamandaré,PE,2614857.0,-8.704689278539185,-35.09064654553737,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,66.87
Taquaritinga Do Norte,PE,2615003.0,-7.902159825782064,-36.0433376713092,Caruaru Airport,CAU,SNRU,CAU,42.41
Terezinha,PE,2615102.0,-9.0577780594961,-36.621475948174684,Arapiraca Airport,APQ,SNAL,APQ,79.8
Terra Nova,PE,2615201.0,-8.2303579786437,-39.37442183786,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,113.05
Timbaúba,PE,2615300.0,-7.511745674019514,-35.31877212103841,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,57.64
Toritama,PE,2615409.0,-8.006650270939144,-36.0568434929956,Caruaru Airport,CAU,SNRU,CAU,31.03
Tracunhaém,PE,2615508.0,-7.802688612667263,-35.23792281399221,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,49.94
Trindade,PE,2615607.0,-7.761794625749004,-40.26559060928221,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,125.25
Triunfo,PE,2615706.0,-7.830876358770543,-38.10706034471431,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,145.15
Tupanatinga,PE,2615805.0,-8.7515816593182,-37.340233471800616,Paulo Afonso Airport,PAV,SBUF,PAV,123.31
Tuparetama,PE,2615904.0,-7.5987594648079835,-37.31118181126378,Presidente João Suassuna Airport,CPV,SBKG,CPV,160.22
Venturosa,PE,2616001.0,-8.57652690116664,-36.87837208386985,Caruaru Airport,CAU,SNRU,CAU,100.6
Verdejante,PE,2616100.0,-7.932883704621904,-38.97428260426834,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,85.82
Vertente Do Lério,PE,2616183.0,-7.774819455304659,-35.85300273969543,Presidente João Suassuna Airport,CPV,SBKG,CPV,56.35
Vertentes,PE,2616209.0,-7.9057426034967735,-35.98930593099996,Caruaru Airport,CAU,SNRU,CAU,41.97
Vicência,PE,2616308.0,-7.6529595,-35.32030068931597,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,68.42
Vitória De Santo Antão,PE,2616407.0,-8.118748,-35.29386424108138,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,40.77
Xexéu,PE,2616506.0,-8.803313405528815,-35.62423531575466,Caruaru Airport,CAU,SNRU,CAU,72.02
Água Branca,AL,2700102.0,-9.26702549705051,-37.94071517596498,Paulo Afonso Airport,PAV,SBUF,PAV,37.12
Anadia,AL,2700201.0,-9.684083785050468,-36.30081357144607,Arapiraca Airport,APQ,SNAL,APQ,37.39
Arapiraca,AL,2700300.0,-9.7559070107047,-36.65729650628718,Arapiraca Airport,APQ,SNAL,APQ,3.76
Atalaia,AL,2700409.0,-9.50138674650017,-36.02142731626247,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,25.22
Barra De Santo Antônio,AL,2700508.0,-9.409278109364939,-35.50029809578162,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,33.9
Barra De São Miguel,AL,2700607.0,-9.838998251749242,-35.90744987262892,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,38.64
Batalha,AL,2700706.0,-9.67459302797037,-37.1270918944836,Arapiraca Airport,APQ,SNAL,APQ,55.71
Belém,AL,2700805.0,-9.56864823133606,-36.49449798940576,Arapiraca Airport,APQ,SNAL,APQ,27.32
Belo Monte,AL,2700904.0,-9.826988854766569,-37.27843865816529,Arapiraca Airport,APQ,SNAL,APQ,71.37
Boca Da Mata,AL,2701001.0,-9.64514456727259,-36.21172490014307,Arapiraca Airport,APQ,SNAL,APQ,47.99
Branquinha,AL,2701100.0,-9.246583108303284,-36.02003353317309,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,38.61
Cacimbinhas,AL,2701209.0,-9.40516275105815,-36.99686962602364,Arapiraca Airport,APQ,SNAL,APQ,57.62
Cajueiro,AL,2701308.0,-9.389660575089406,-36.156378591408554,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,42.21
Campestre,AL,2701357.0,-8.848375353152905,-35.566717726454385,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,77.69
Campo Alegre,AL,2701407.0,-9.783416038984075,-36.352434752197006,Arapiraca Airport,APQ,SNAL,APQ,30.34
Campo Grande,AL,2701506.0,-9.956922603320184,-36.790840052134705,Arapiraca Airport,APQ,SNAL,APQ,26.85
Canapi,AL,2701605.0,-9.117380297586429,-37.60564715063508,Paulo Afonso Airport,PAV,SBUF,PAV,77.48
Capela,AL,2701704.0,-9.412931555522094,-36.07500849239357,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,32.92
Carneiros,AL,2701803.0,-9.48067972087814,-37.374750420616444,Arapiraca Airport,APQ,SNAL,APQ,88.06
Chã Preta,AL,2701902.0,-9.261422459405654,-36.29938145187777,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,62.22
Coité Do Nóia,AL,2702009.0,-9.638487270779924,-36.57968420022844,Arapiraca Airport,APQ,SNAL,APQ,16.16
Colônia Leopoldina,AL,2702108.0,-8.912688269950149,-35.71978085939362,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,66.97
Coqueiro Seco,AL,2702207.0,-9.637554270969925,-35.79536300173296,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,14.1
Coruripe,AL,2702306.0,-10.126547250374848,-36.17607831051183,Arapiraca Airport,APQ,SNAL,APQ,63.15
Craíbas,AL,2702355.0,-9.61993379738632,-36.77239140191284,Arapiraca Airport,APQ,SNAL,APQ,23.35
Delmiro Gouveia,AL,2702405.0,-9.384574446940745,-37.999233486176934,Paulo Afonso Airport,PAV,SBUF,PAV,27.64
Dois Riachos,AL,2702504.0,-9.385670811546266,-37.089849647949336,Arapiraca Airport,APQ,SNAL,APQ,66.55
Estrela De Alagoas,AL,2702553.0,-9.387405306579335,-36.75833311096679,Arapiraca Airport,APQ,SNAL,APQ,45.4
Feira Grande,AL,2702603.0,-9.900437198891563,-36.67768550053383,Arapiraca Airport,APQ,SNAL,APQ,14.89
Feliz Deserto,AL,2702702.0,-10.29238061986625,-36.307187517699475,Arapiraca Airport,APQ,SNAL,APQ,67.44
Flexeiras,AL,2702801.0,-9.27323546004541,-35.724371638567156,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,27.43
Girau Do Ponciano,AL,2702900.0,-9.887364152158199,-36.830313902990106,Arapiraca Airport,APQ,SNAL,APQ,25.31
Ibateguara,AL,2703007.0,-8.976985217605355,-35.93118445642054,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,61.3
Igaci,AL,2703106.0,-9.533688659464644,-36.62815971644996,Arapiraca Airport,APQ,SNAL,APQ,26.87
Igreja Nova,AL,2703205.0,-10.129298837172751,-36.65334501251796,Arapiraca Airport,APQ,SNAL,APQ,39.44
Inhapi,AL,2703304.0,-9.223898773331836,-37.75263652104594,Paulo Afonso Airport,PAV,SBUF,PAV,58.08
Jacaré Dos Homens,AL,2703403.0,-9.636658828315587,-37.207833409017724,Arapiraca Airport,APQ,SNAL,APQ,65.27
Jacuípe,AL,2703502.0,-8.840300507564045,-35.46099750812358,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,82.93
Japaratinga,AL,2703601.0,-9.088974354344575,-35.25865835403127,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,74.98
Jaramataia,AL,2703700.0,-9.658351938763914,-37.0035959132308,Arapiraca Airport,APQ,SNAL,APQ,43.05
Jequiá Da Praia,AL,2703759.0,-10.009591893569498,-36.027334042983824,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,61.18
Joaquim Gomes,AL,2703809.0,-9.135979146294085,-35.74903025891195,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,41.94
Jundiá,AL,2703908.0,-8.938876754162276,-35.55559729753548,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,68.67
Junqueiro,AL,2704005.0,-9.931610389742449,-36.471521822223195,Arapiraca Airport,APQ,SNAL,APQ,24.5
Lagoa Da Canoa,AL,2704104.0,-9.83087565650446,-36.735789260001795,Arapiraca Airport,APQ,SNAL,APQ,13.21
Limoeiro De Anadia,AL,2704203.0,-9.738613167814488,-36.50389708650003,Arapiraca Airport,APQ,SNAL,APQ,14.33
Maceió,AL,2704302.0,-9.66082215163114,-35.701629913489484,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,19.38
Major Isidoro,AL,2704401.0,-9.526644067939941,-36.98479961422409,Arapiraca Airport,APQ,SNAL,APQ,47.8
Maragogi,AL,2704500.0,-9.0154564858241,-35.22301540913192,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,83.24
Maravilha,AL,2704609.0,-9.233997063353135,-37.35663542204807,Paulo Afonso Airport,PAV,SBUF,PAV,99.83
Marechal Deodoro,AL,2704708.0,-9.73915570244381,-35.89306869884525,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,27.72
Maribondo,AL,2704807.0,-9.577249956008359,-36.30660289853807,Arapiraca Airport,APQ,SNAL,APQ,41.66
Mar Vermelho,AL,2704906.0,-9.447772643489435,-36.38504002402718,Arapiraca Airport,APQ,SNAL,APQ,45.2
Mata Grande,AL,2705002.0,-9.114806257641813,-37.72522406489158,Paulo Afonso Airport,PAV,SBUF,PAV,65.85
Matriz De Camaragibe,AL,2705101.0,-9.158525824746249,-35.533554829803,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,48.34
Messias,AL,2705200.0,-9.391812225109575,-35.84037830050099,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,14.27
Minador Do Negrão,AL,2705309.0,-9.30368326063751,-36.864915772472024,Arapiraca Airport,APQ,SNAL,APQ,58.47
Monteirópolis,AL,2705408.0,-9.602327538867435,-37.24527209894705,Arapiraca Airport,APQ,SNAL,APQ,70.21
Murici,AL,2705507.0,-9.316301144346854,-35.94755558567704,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,27.57
Novo Lino,AL,2705606.0,-8.94315880807644,-35.660963718096625,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,64.73
Olho D'água Das Flores,AL,2705705.0,-9.53360127527465,-37.29789078979674,Arapiraca Airport,APQ,SNAL,APQ,78.08
Olho D'água Do Casado,AL,2705804.0,-9.50144626528801,-37.83624281648133,Paulo Afonso Airport,PAV,SBUF,PAV,46.8
Olho D'água Grande,AL,2705903.0,-10.0584949600009,-36.80674596767136,Arapiraca Airport,APQ,SNAL,APQ,37.01
Olivença,AL,2706000.0,-9.51945648335504,-37.190818718062665,Arapiraca Airport,APQ,SNAL,APQ,67.82
Ouro Branco,AL,2706109.0,-9.163415364026001,-37.35444372902313,Paulo Afonso Airport,PAV,SBUF,PAV,101.83
Palestina,AL,2706208.0,-9.673097185649134,-37.33113645050405,Arapiraca Airport,APQ,SNAL,APQ,77.77
Palmeira Dos Índios,AL,2706307.0,-9.406158798420094,-36.63098409731144,Arapiraca Airport,APQ,SNAL,APQ,41.05
Pão De Açúcar,AL,2706406.0,-9.747041850256934,-37.43513885657302,Arapiraca Airport,APQ,SNAL,APQ,88.38
Pariconha,AL,2706422.0,-9.257884385184928,-38.009826071631466,Paulo Afonso Airport,PAV,SBUF,PAV,30.83
Paripueira,AL,2706448.0,-9.466313478335355,-35.5591051843043,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,25.98
Passo De Camaragibe,AL,2706505.0,-9.24484665799731,-35.491275263218604,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,44.28
Paulo Jacinto,AL,2706604.0,-9.3733643824119,-36.37274209455967,Arapiraca Airport,APQ,SNAL,APQ,52.81
Penedo,AL,2706703.0,-10.296110297902349,-36.58046021409028,Arapiraca Airport,APQ,SNAL,APQ,58.15
Piaçabuçu,AL,2706802.0,-10.407362426340649,-36.43435200811123,Arapiraca Airport,APQ,SNAL,APQ,73.44
Pilar,AL,2706901.0,-9.606894292666833,-35.94851751996784,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,20.24
Pindoba,AL,2707008.0,-9.476210799801436,-36.28654064434576,Arapiraca Airport,APQ,SNAL,APQ,50.18
Piranhas,AL,2707107.0,-9.623559200303275,-37.75039291305921,Paulo Afonso Airport,PAV,SBUF,PAV,60.18
Poço Das Trincheiras,AL,2707206.0,-9.302913655404563,-37.27929805284726,Arapiraca Airport,APQ,SNAL,APQ,88.55
Porto Calvo,AL,2707305.0,-9.052448314136576,-35.39833445560372,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,66.79
Porto De Pedras,AL,2707404.0,-9.15608616311578,-35.29701521773279,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,67.1
Porto Real Do Colégio,AL,2707503.0,-10.173732564191049,-36.82462929152394,Arapiraca Airport,APQ,SNAL,APQ,49.2
Quebrangulo,AL,2707602.0,-9.323547055365804,-36.477222076661775,Arapiraca Airport,APQ,SNAL,APQ,52.93
Rio Largo,AL,2707701.0,-9.486157608335837,-35.852422308592395,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,7.2
Roteiro,AL,2707800.0,-9.83218949018835,-35.98121022139328,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,41.33
Santa Luzia Do Norte,AL,2707909.0,-9.596767741669485,-35.82348776986387,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,10.17
Santana Do Ipanema,AL,2708006.0,-9.372284362740395,-37.24540702037051,Arapiraca Airport,APQ,SNAL,APQ,81.08
Santana Do Mundaú,AL,2708105.0,-9.165033220762234,-36.22523411704246,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,61.16
São Brás,AL,2708204.0,-10.12030999657285,-36.898948655245086,Arapiraca Airport,APQ,SNAL,APQ,48.42
São José Da Laje,AL,2708303.0,-9.011065881880215,-36.057387732146736,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,62.75
São José Da Tapera,AL,2708402.0,-9.54939574043675,-37.383707765699185,Arapiraca Airport,APQ,SNAL,APQ,86.44
São Luís Do Quitunde,AL,2708501.0,-9.31411736924134,-35.56549083658348,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,33.08
São Miguel Dos Campos,AL,2708600.0,-9.77993457613103,-36.094264274377586,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,44.67
São Miguel Dos Milagres,AL,2708709.0,-9.26718629500207,-35.36911933363244,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,53.69
São Sebastião,AL,2708808.0,-9.93165738892367,-36.55109190200524,Arapiraca Airport,APQ,SNAL,APQ,19.37
Satuba,AL,2708907.0,-9.569427867757724,-35.828540227077134,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,7.67
Senador Rui Palmeira,AL,2708956.0,-9.463391448983117,-37.453646247812614,Paulo Afonso Airport,PAV,SBUF,PAV,87.69
Tanque D'arca,AL,2709004.0,-9.53196244231297,-36.436741595943055,Arapiraca Airport,APQ,SNAL,APQ,34.32
Taquarana,AL,2709103.0,-9.642320105383787,-36.49676769196184,Arapiraca Airport,APQ,SNAL,APQ,20.73
Teotônio Vilela,AL,2709152.0,-9.907497883010974,-36.35556314222053,Arapiraca Airport,APQ,SNAL,APQ,33.39
Traipu,AL,2709202.0,-9.971059382006505,-37.00600567224516,Arapiraca Airport,APQ,SNAL,APQ,46.66
União Dos Palmares,AL,2709301.0,-9.159524116522,-36.03314284280737,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,47.2
Viçosa,AL,2709400.0,-9.377054354489754,-36.24839320291968,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,52.26
Amparo De São Francisco,SE,2800100.0,-10.133971033901531,-36.92748368918096,Arapiraca Airport,APQ,SNAL,APQ,51.55
Aquidabã,SE,2800209.0,-10.29251809222315,-37.022180856078464,Arapiraca Airport,APQ,SNAL,APQ,71.82
Aracaju,SE,2800308.0,-10.907215797883499,-37.048212639512236,Santa Maria Airport,AJU,SBAR,AJU,8.87
Arauá,SE,2800407.0,-11.264504779895098,-37.61233743406957,Santa Maria Airport,AJU,SBAR,AJU,66.86
Areia Branca,SE,2800506.0,-10.758192250821999,-37.31336260044405,Santa Maria Airport,AJU,SBAR,AJU,36.54
Barra Dos Coqueiros,SE,2800605.0,-10.90679924708425,-37.04124154928279,Santa Maria Airport,AJU,SBAR,AJU,9.15
Boquim,SE,2800670.0,-11.1463916303607,-37.623573477950785,Santa Maria Airport,AJU,SBAR,AJU,63.02
Brejo Grande,SE,2800704.0,-10.418943310634049,-36.471820243957936,Arapiraca Airport,APQ,SNAL,APQ,73.61
Campo Do Brito,SE,2801009.0,-10.743335153852348,-37.4963563345164,Santa Maria Airport,AJU,SBAR,AJU,53.67
Canhoba,SE,2801108.0,-10.13874365569095,-36.97384497540705,Arapiraca Airport,APQ,SNAL,APQ,55.29
Canindé De São Francisco,SE,2801207.0,-9.65410406729849,-37.78796372211765,Paulo Afonso Airport,PAV,SBUF,PAV,58.02
Capela,SE,2801306.0,-10.50609963190035,-37.05483299457885,Santa Maria Airport,AJU,SBAR,AJU,53.17
Carira,SE,2801405.0,-10.358017096897598,-37.701919206937546,Santa Maria Airport,AJU,SBAR,AJU,98.02
Carmópolis,SE,2801504.0,-10.64681858395235,-36.990816185182666,Santa Maria Airport,AJU,SBAR,AJU,38.48
Cedro De São João,SE,2801603.0,-10.24776494150045,-36.88403595285148,Arapiraca Airport,APQ,SNAL,APQ,59.48
Cristinápolis,SE,2801702.0,-11.4735577970762,-37.75465963506798,Santa Maria Airport,AJU,SBAR,AJU,92.38
Cumbe,SE,2801900.0,-10.357025032323701,-37.18789927565523,Santa Maria Airport,AJU,SBAR,AJU,70.89
Divina Pastora,SE,2802007.0,-10.677375700180335,-37.14934496023917,Santa Maria Airport,AJU,SBAR,AJU,35.17
Estância,SE,2802106.0,-11.26794864930305,-37.440010853729234,Santa Maria Airport,AJU,SBAR,AJU,51.22
Feira Nova,SE,2802205.0,-10.27053252092325,-37.316117720692624,Santa Maria Airport,AJU,SBAR,AJU,83.76
Frei Paulo,SE,2802304.0,-10.540084746884649,-37.54187624868025,Santa Maria Airport,AJU,SBAR,AJU,71.35
Gararu,SE,2802403.0,-9.967351467919944,-37.08437248532041,Arapiraca Airport,APQ,SNAL,APQ,54.24
General Maynard,SE,2802502.0,-10.686529812396149,-36.987984429467126,Santa Maria Airport,AJU,SBAR,AJU,34.28
Gracho Cardoso,SE,2802601.0,-10.226199660412249,-37.19605463225501,Arapiraca Airport,APQ,SNAL,APQ,79.79
Ilha Das Flores,SE,2802700.0,-10.43427582988195,-36.538635240922034,Arapiraca Airport,APQ,SNAL,APQ,73.94
Indiaroba,SE,2802809.0,-11.5185072682496,-37.51509479287918,Santa Maria Airport,AJU,SBAR,AJU,76.72
Itabaiana,SE,2802908.0,-10.685716038318699,-37.42686094033243,Santa Maria Airport,AJU,SBAR,AJU,51.15
Itabaianinha,SE,2803005.0,-11.276785436894398,-37.787411139908144,Santa Maria Airport,AJU,SBAR,AJU,84.74
Itabi,SE,2803104.0,-10.12348959223905,-37.099649952805684,Arapiraca Airport,APQ,SNAL,APQ,64.45
Itaporanga D'ajuda,SE,2803203.0,-10.99673276730465,-37.30782693306882,Santa Maria Airport,AJU,SBAR,AJU,25.97
Japaratuba,SE,2803302.0,-10.589466814804801,-36.94178630376132,Santa Maria Airport,AJU,SBAR,AJU,46.06
Japoatã,SE,2803401.0,-10.34650991419575,-36.80075646436132,Arapiraca Airport,APQ,SNAL,APQ,66.23
Lagarto,SE,2803500.0,-10.9153009698622,-37.66635340972201,Santa Maria Airport,AJU,SBAR,AJU,65.52
