municipio,uf,codigo_ibge,latitude,longitude,aeroporto_mais_proximo,codigo_iata,codigo_icao,codigo_principal,distancia_km
Ouro Velho,PB,2510600.0,-7.618652124510315,-37.15437894251318,Presidente João Suassuna Airport,CPV,SBKG,CPV,144.02
Parari,PB,2510659.0,-7.316700100778185,-36.658324443925096,Presidente João Suassuna Airport,CPV,SBKG,CPV,84.2
Passagem,PB,2510709.0,-7.132819596662434,-37.05439194365026,Presidente João Suassuna Airport,CPV,SBKG,CPV,128.65
Patos,PB,2510808.0,-7.024491668219244,-37.276913337292584,Presidente João Suassuna Airport,CPV,SBKG,CPV,154.74
Paulista,PB,2510907.0,-6.59406157976211,-37.62105567398724,Dix-Sept Rosado Airport,MVF,SBMS,MVF,157.38
Pedra Branca,PB,2511004.0,-7.426564426130113,-38.07224630781916,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,134.11
Pedra Lavrada,PB,2511103.0,-6.757881460645185,-36.47205036384619,Presidente João Suassuna Airport,CPV,SBKG,CPV,85.31
Pedras De Fogo,PB,2511202.0,-7.401538499999999,-35.113177982706524,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,33.73
Piancó,PB,2511301.0,-7.1925698759973,-37.92651900117803,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,148.25
Picuí,PB,2511400.0,-6.51013565740654,-36.347046025145694,Presidente João Suassuna Airport,CPV,SBKG,CPV,98.04
Pilar,PB,2511509.0,-7.259887984916435,-35.259880407624834,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,36.61
Pilões,PB,2511608.0,-6.869220528249143,-35.61554059469941,Presidente João Suassuna Airport,CPV,SBKG,CPV,54.27
Pilõezinhos,PB,2511707.0,-6.840568783043275,-35.53058570403303,Presidente João Suassuna Airport,CPV,SBKG,CPV,62.52
Pirpirituba,PB,2511806.0,-6.78080009845509,-35.49771579275068,Presidente João Suassuna Airport,CPV,SBKG,CPV,69.96
Pitimbu,PB,2511905.0,-7.482413396031269,-34.81393041426829,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,40.27
Pocinhos,PB,2512002.0,-7.078617269369859,-36.05644228101005,Presidente João Suassuna Airport,CPV,SBKG,CPV,27.65
Poço Dantas,PB,2512036.0,-6.407175642021695,-38.49716553323987,Iguatu Airport,QIG,SNIG,QIG,88.29
Poço De José De Moura,PB,2512077.0,-6.5769188158549845,-38.509999991319546,Iguatu Airport,QIG,SNIG,QIG,90.31
Pombal,PB,2512101.0,-6.769855485,-37.798267271362946,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,169.94
Prata,PB,2512200.0,-7.696983084344954,-37.082333975187055,Caruaru Airport,CAU,SNRU,CAU,134.5
Princesa Isabel,PB,2512309.0,-7.733866458984958,-37.993664009616204,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,151.93
Puxinanã,PB,2512408.0,-7.148906644062895,-35.958494073124626,Presidente João Suassuna Airport,CPV,SBKG,CPV,15.1
Queimadas,PB,2512507.0,-7.3607914999999995,-35.89943391122291,Presidente João Suassuna Airport,CPV,SBKG,CPV,10.11
Quixabá,PB,2512606.0,-7.030817606573954,-37.14709870434863,Presidente João Suassuna Airport,CPV,SBKG,CPV,140.53
Remígio,PB,2512705.0,-6.966292951988964,-35.795833190124924,Presidente João Suassuna Airport,CPV,SBKG,CPV,35.54
Pedro Régis,PB,2512721.0,-6.644471497266075,-35.293005853809596,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,67.48
Riachão,PB,2512747.0,-6.542676527889929,-35.662721694353465,Augusto Severo Airport,\N,SBNT,\N,83.85
Riachão Do Bacamarte,PB,2512754.0,-7.250594773279238,-35.65538765832913,Presidente João Suassuna Airport,CPV,SBKG,CPV,26.67
Riachão Do Poço,PB,2512762.0,-7.151503615740255,-35.26124269201215,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,34.5
Riacho De Santo Antônio,PB,2512788.0,-7.69029534454018,-36.156709772741834,Presidente João Suassuna Airport,CPV,SBKG,CPV,54.85
Riacho Dos Cavalos,PB,2512804.0,-6.4364942491411385,-37.653835391034654,Dix-Sept Rosado Airport,MVF,SBMS,MVF,140.97
Rio Tinto,PB,2512903.0,-6.808448499999999,-35.078852225951536,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,40.18
Salgadinho,PB,2513000.0,-7.103034733088709,-36.84550289428623,Presidente João Suassuna Airport,CPV,SBKG,CPV,106.34
Salgado De São Félix,PB,2513109.0,-7.355357313717055,-35.443301739497116,Presidente João Suassuna Airport,CPV,SBKG,CPV,50.87
Santa Cecília,PB,2513158.0,-7.742905962215979,-35.87747446662797,Presidente João Suassuna Airport,CPV,SBKG,CPV,52.64
Santa Cruz,PB,2513208.0,-6.535014167517824,-38.06055559200969,Iguatu Airport,QIG,SNIG,QIG,137.87
Santa Helena,PB,2513307.0,-6.718694199642929,-38.642789670655574,Iguatu Airport,QIG,SNIG,QIG,82.97
Santa Inês,PB,2513356.0,-7.627779718543044,-38.559599929631815,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,90.58
Santa Luzia,PB,2513406.0,-6.8718632618825195,-36.92167833004466,Presidente João Suassuna Airport,CPV,SBKG,CPV,121.49
Santana De Mangueira,PB,2513505.0,-7.551213409528733,-38.332581153941646,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,109.79
Santana Dos Garrotes,PB,2513604.0,-7.387644459728364,-37.98504309992955,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,142.97
Santarém,PB,2513653.0,-6.484055296691275,-38.47915221424488,Iguatu Airport,QIG,SNIG,QIG,91.31
Santa Rita,PB,2513703.0,-7.138084499999999,-34.96583927827087,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,2.09
Santa Teresinha,PB,2513802.0,-7.084191705262464,-37.44171779546981,Presidente João Suassuna Airport,CPV,SBKG,CPV,171.73
Santo André,PB,2513851.0,-7.220489122833159,-36.63097543305458,Presidente João Suassuna Airport,CPV,SBKG,CPV,81.22
São Bento,PB,2513901.0,-6.489307540791409,-37.44934966442203,Dix-Sept Rosado Airport,MVF,SBMS,MVF,143.46
São Bentinho,PB,2513927.0,-6.89030850899754,-37.72272130056541,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,174.62
São Domingos Do Cariri,PB,2513943.0,-7.632990702503133,-36.435929400505614,Presidente João Suassuna Airport,CPV,SBKG,CPV,71.89
São Domingos,PB,2513968.0,-6.815924980916526,-37.94260274744459,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,153.21
São Francisco,PB,2513984.0,-6.61927998240531,-38.09714123391271,Iguatu Airport,QIG,SNIG,QIG,135.64
São João Do Cariri,PB,2514008.0,-7.390201335755119,-36.53152093588717,Presidente João Suassuna Airport,CPV,SBKG,CPV,71.31
São João Do Tigre,PB,2514107.0,-8.081042889364745,-36.8457433215685,Caruaru Airport,CAU,SNRU,CAU,94.3
São José Da Lagoa Tapada,PB,2514206.0,-6.944231489413979,-38.15777018926737,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,126.49
São José De Caiana,PB,2514305.0,-7.24915963108365,-38.29782337023535,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,107.3
São José De Espinharas,PB,2514404.0,-6.84417960846357,-37.325114839978866,Presidente João Suassuna Airport,CPV,SBKG,CPV,164.62
São José Dos Ramos,PB,2514453.0,-7.247127357216315,-35.377961054487365,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,48.69
São José De Piranhas,PB,2514503.0,-7.12086995744378,-38.50107482064968,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,85.54
São José De Princesa,PB,2514552.0,-7.7429694507638995,-38.09880272025586,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,141.67
São José Do Bonfim,PB,2514602.0,-7.160914977358964,-37.30924472848151,Presidente João Suassuna Airport,CPV,SBKG,CPV,156.33
São José Do Brejo Do Cruz,PB,2514651.0,-6.212915340739815,-37.353829676178364,Dix-Sept Rosado Airport,MVF,SBMS,MVF,112.42
São José Do Sabugi,PB,2514701.0,-6.775531406837114,-36.797493218197175,Presidente João Suassuna Airport,CPV,SBKG,CPV,113.63
São José Dos Cordeiros,PB,2514800.0,-7.392642696958385,-36.802777819506446,Presidente João Suassuna Airport,CPV,SBKG,CPV,100.89
São Mamede,PB,2514909.0,-6.930228371390159,-37.09485738524012,Presidente João Suassuna Airport,CPV,SBKG,CPV,137.53
São Miguel De Taipu,PB,2515005.0,-7.249233530387049,-35.210451391879744,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,31.09
São Sebastião De Lagoa De Roça,PB,2515104.0,-7.100945955244034,-35.8664139115223,Presidente João Suassuna Airport,CPV,SBKG,CPV,19.08
São Sebastião Do Umbuzeiro,PB,2515203.0,-8.15711875468474,-37.00841697800215,Caruaru Airport,CAU,SNRU,CAU,110.38
Sapé,PB,2515302.0,-7.087111,-35.23043261654969,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,31.77
Seridó,PB,2515401.0,-6.856908563172914,-36.41076410955679,Presidente João Suassuna Airport,CPV,SBKG,CPV,73.01
Serra Branca,PB,2515500.0,-7.4805025244755985,-36.655666862922935,Presidente João Suassuna Airport,CPV,SBKG,CPV,86.94
Serra Da Raiz,PB,2515609.0,-6.685517650053684,-35.442738836884914,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,74.8
Serra Grande,PB,2515708.0,-7.214147757840284,-38.37489478704193,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,98.76
Serra Redonda,PB,2515807.0,-7.182549424682719,-35.674270497244294,Presidente João Suassuna Airport,CPV,SBKG,CPV,26.36
Serraria,PB,2515906.0,-6.81708894284731,-35.64414257075711,Presidente João Suassuna Airport,CPV,SBKG,CPV,57.54
Sertãozinho,PB,2515930.0,-6.750797545961709,-35.441750745704496,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,69.94
Sobrado,PB,2515971.0,-7.144575613637345,-35.23819547903126,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,31.95
Solânea,PB,2516003.0,-6.759897499999998,-35.65615840772552,Presidente João Suassuna Airport,CPV,SBKG,CPV,62.6
Soledade,PB,2516102.0,-7.058741377776249,-36.362664860376945,Presidente João Suassuna Airport,CPV,SBKG,CPV,56.55
Sossêgo,PB,2516151.0,-6.767527528882669,-36.248223878838274,Presidente João Suassuna Airport,CPV,SBKG,CPV,68.03
Sousa,PB,2516201.0,-6.763378005,-38.229605080601054,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,125.51
Sumé,PB,2516300.0,-7.671053615147049,-36.880276145732054,Caruaru Airport,CAU,SNRU,CAU,117.18
Tacima,PB,2516409.0,-6.48891694245472,-35.63883665649419,Augusto Severo Airport,\N,SBNT,\N,77.41
Taperoá,PB,2516508.0,-7.209539350996875,-36.828998534281745,Presidente João Suassuna Airport,CPV,SBKG,CPV,103.09
Tavares,PB,2516607.0,-7.63570844619416,-37.878591932460466,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,160.28
Teixeira,PB,2516706.0,-7.223702908614754,-37.25156157762668,Presidente João Suassuna Airport,CPV,SBKG,CPV,149.57
Tenório,PB,2516755.0,-6.9382604029317045,-36.6279998744085,Presidente João Suassuna Airport,CPV,SBKG,CPV,88.75
Triunfo,PB,2516805.0,-6.5768355073857,-38.598098331275025,Iguatu Airport,QIG,SNIG,QIG,81.02
Uiraúna,PB,2516904.0,-6.52492709513081,-38.40702701015276,Iguatu Airport,QIG,SNIG,QIG,99.97
Umbuzeiro,PB,2517001.0,-7.698206329355244,-35.67147082288782,Presidente João Suassuna Airport,CPV,SBKG,CPV,53.69
Várzea,PB,2517100.0,-6.770807246782825,-36.9927210043315,Presidente João Suassuna Airport,CPV,SBKG,CPV,133.11
Vieirópolis,PB,2517209.0,-6.54571355168578,-38.27784349806533,Iguatu Airport,QIG,SNIG,QIG,114.42
Zabelê,PB,2517407.0,-8.0768741972494,-37.09355197288857,Caruaru Airport,CAU,SNRU,CAU,121.05
Abreu E Lima,PE,2600054.0,-7.90444899,-34.89913058473038,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,24.84
Afogados Da Ingazeira,PE,2600104.0,-7.748327585831509,-37.637686018102166,Caruaru Airport,CAU,SNRU,CAU,188.44
Afrânio,PE,2600203.0,-8.511091283755167,-41.005797341094855,Senador Nilo Coelho Airport,PNZ,SBPL,PNZ,106.12
Agrestina,PE,2600302.0,-8.455973,-35.94677683745999,Caruaru Airport,CAU,SNRU,CAU,20.65
Água Preta,PE,2600401.0,-8.709122552311738,-35.51855735119189,Caruaru Airport,CAU,SNRU,CAU,72.21
Águas Belas,PE,2600500.0,-9.114589500000001,-37.12195716856059,Arapiraca Airport,APQ,SNAL,APQ,91.21
Alagoinha,PE,2600609.0,-8.466270522984676,-36.7754560083166,Caruaru Airport,CAU,SNRU,CAU,86.28
Aliança,PE,2600708.0,-7.6047298084634045,-35.22850149706501,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,59.64
Altinho,PE,2600807.0,-8.4895925,-36.05969975858322,Caruaru Airport,CAU,SNRU,CAU,23.59
Amaraji,PE,2600906.0,-8.378487,-35.45077292099573,Caruaru Airport,CAU,SNRU,CAU,62.83
Angelim,PE,2601003.0,-8.890374207909943,-36.28481435549831,Caruaru Airport,CAU,SNRU,CAU,73.89
Araçoiaba,PE,2601052.0,-7.785641872514505,-35.09396652753814,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,42.29
Araripina,PE,2601102.0,-7.578141499999999,-40.50246057499409,Picos Airport,PCS,SNPC,PCS,126.41
Arcoverde,PE,2601201.0,-8.4239405,-37.056505564624516,Caruaru Airport,CAU,SNRU,CAU,115.82
Barra De Guabiraba,PE,2601300.0,-8.420935037579719,-35.662818885824464,Caruaru Airport,CAU,SNRU,CAU,41.54
Barreiros,PE,2601409.0,-8.814137990106843,-35.19908598731733,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,82.25
Belém De Maria,PE,2601508.0,-8.621201910617295,-35.839924090131646,Caruaru Airport,CAU,SNRU,CAU,42.24
Belém Do São Francisco,PE,2601607.0,-8.75146278008585,-38.96159956497256,Paulo Afonso Airport,PAV,SBUF,PAV,106.35
Belo Jardim,PE,2601706.0,-8.335295439358294,-36.42003508301797,Caruaru Airport,CAU,SNRU,CAU,45.12
Betânia,PE,2601805.0,-8.269840789626672,-38.03873813664709,Paulo Afonso Airport,PAV,SBUF,PAV,127.9
Bezerros,PE,2601904.0,-8.2353595,-35.75448794587796,Caruaru Airport,CAU,SNRU,CAU,28.98
Bodocó,PE,2602001.0,-7.779342626991364,-39.93616318503942,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,96.3
Bom Conselho,PE,2602100.0,-9.163382984885466,-36.679314385707016,Arapiraca Airport,APQ,SNAL,APQ,68.27
Bom Jardim,PE,2602209.0,-7.799512180740023,-35.5871395022878,Presidente João Suassuna Airport,CPV,SBKG,CPV,68.04
Bonito,PE,2602308.0,-8.4722605,-35.72852792592751,Caruaru Airport,CAU,SNRU,CAU,37.8
Brejão,PE,2602407.0,-9.027249150720479,-36.56469665926725,Arapiraca Airport,APQ,SNAL,APQ,83.49
Brejinho,PE,2602506.0,-7.345671275966299,-37.28733455397975,Presidente João Suassuna Airport,CPV,SBKG,CPV,153.64
Brejo Da Madre De Deus,PE,2602605.0,-8.1489565,-36.37039144133192,Caruaru Airport,CAU,SNRU,CAU,41.99
Buenos Aires,PE,2602704.0,-7.724372210035389,-35.32957041420063,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,63.23
Buíque,PE,2602803.0,-8.622059040682315,-37.156988114844985,Caruaru Airport,CAU,SNRU,CAU,131.32
Cabo De Santo Agostinho,PE,2602902.0,-8.289864230297878,-35.038488971813095,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,22.13
Cabrobó,PE,2603009.0,-8.515105483269082,-39.3098413379707,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,144.19
Cachoeirinha,PE,2603108.0,-8.486831073038651,-36.235991411789065,Caruaru Airport,CAU,SNRU,CAU,33.4
Caetés,PE,2603207.0,-8.77559484478882,-36.62480400761237,Caruaru Airport,CAU,SNRU,CAU,86.75
Calçado,PE,2603306.0,-8.738377943732319,-36.33328807953636,Caruaru Airport,CAU,SNRU,CAU,61.71
Calumbi,PE,2603405.0,-7.938427326675034,-38.15374592427907,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,146.77
Camaragibe,PE,2603454.0,-8.020521767497598,-34.99572135638557,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,14.21
Camocim De São Félix,PE,2603504.0,-8.362138040062248,-35.76519472655377,Caruaru Airport,CAU,SNRU,CAU,28.72
Camutanga,PE,2603603.0,-7.407082419939065,-35.28279064384772,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,46.93
Canhotinho,PE,2603702.0,-8.883870562156185,-36.19357487807396,Caruaru Airport,CAU,SNRU,CAU,69.75
Capoeiras,PE,2603801.0,-8.73614267974256,-36.62379801729284,Caruaru Airport,CAU,SNRU,CAU,83.96
Carnaíba,PE,2603900.0,-7.80305821890566,-37.79339890255096,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,175.27
Carnaubeira Da Penha,PE,2603926.0,-8.320607964676505,-38.7434219469465,Paulo Afonso Airport,PAV,SBUF,PAV,131.76
Carpina,PE,2604007.0,-7.8468867164173135,-35.25806060591306,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,48.2
Caruaru,PE,2604106.0,-8.285898,-35.96707336005352,Caruaru Airport,CAU,SNRU,CAU,5.12
Casinhas,PE,2604155.0,-7.743206567919979,-35.725323103355535,Presidente João Suassuna Airport,CPV,SBKG,CPV,55.9
Catende,PE,2604205.0,-8.6703075,-35.72166665734872,Caruaru Airport,CAU,SNRU,CAU,53.77
Cedro,PE,2604304.0,-7.71746923330341,-39.237138215337815,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,55.55
Chã De Alegria,PE,2604403.0,-7.997900780174429,-35.21372673621096,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,35.0
Chã Grande,PE,2604502.0,-8.240112776513984,-35.464740812514044,Caruaru Airport,CAU,SNRU,CAU,60.57
Condado,PE,2604601.0,-7.589382255,-35.10411849065149,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,52.22
Correntes,PE,2604700.0,-9.128665501519045,-36.32970189531367,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,72.74
Cortês,PE,2604809.0,-8.475151217291799,-35.54158690000227,Caruaru Airport,CAU,SNRU,CAU,56.17
Cumaru,PE,2604908.0,-8.01503244286428,-35.69469896311544,Caruaru Airport,CAU,SNRU,CAU,45.99
Cupira,PE,2605004.0,-8.611282660163944,-35.95025736641672,Caruaru Airport,CAU,SNRU,CAU,37.23
Custódia,PE,2605103.0,-8.089001999999999,-37.64109659066679,Paulo Afonso Airport,PAV,SBUF,PAV,160.52
Dormentes,PE,2605152.0,-8.44865698651541,-40.770735813096564,Senador Nilo Coelho Airport,PNZ,SBPL,PNZ,103.99
Escada,PE,2605202.0,-8.362521990000001,-35.236157424447555,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,43.27
Exu,PE,2605301.0,-7.516306999999999,-39.72272833926762,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,59.87
Feira Nova,PE,2605400.0,-7.948727742164774,-35.39059798646398,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,55.09
Fernando De Noronha,PE,2605459.0,-3.85202140078181,-32.435186328052936,Fernando de Noronha Airport,FEN,SBFN,FEN,1.36
Ferreiros,PE,2605509.0,-7.44549420525894,-35.244070212435105,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,46.61
Flores,PE,2605608.0,-7.861714474930789,-37.97145611377822,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,160.0
Floresta,PE,2605707.0,-8.6008265,-38.57123934198718,Paulo Afonso Airport,PAV,SBUF,PAV,95.68
Frei Miguelinho,PE,2605806.0,-7.944458247401324,-35.92312764193754,Caruaru Airport,CAU,SNRU,CAU,38.87
Gameleira,PE,2605905.0,-8.583835770543374,-35.3866107834559,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,71.98
Garanhuns,PE,2606002.0,-8.888905529999999,-36.493050282100455,Caruaru Airport,CAU,SNRU,CAU,85.61
Glória Do Goitá,PE,2606101.0,-7.999608472127238,-35.292322392262264,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,42.98
Goiana,PE,2606200.0,-7.559231854867164,-34.99837629715275,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,46.29
Granito,PE,2606309.0,-7.70925328234973,-39.619286343202106,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,66.74
Gravatá,PE,2606408.0,-8.205999499999999,-35.57149239383732,Caruaru Airport,CAU,SNRU,CAU,49.38
Iati,PE,2606507.0,-9.04570925087953,-36.84727596843366,Arapiraca Airport,APQ,SNAL,APQ,84.59
Ibimirim,PE,2606606.0,-8.538762208249725,-37.69004668968327,Paulo Afonso Airport,PAV,SBUF,PAV,113.93
Ibirajuba,PE,2606705.0,-8.580534935605904,-36.180463092386454,Caruaru Airport,CAU,SNRU,CAU,37.9
Igarassu,PE,2606804.0,-7.82837199,-34.91058338758749,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,33.18
Iguaraci,PE,2606903.0,-7.844774301305349,-37.51882111849617,Caruaru Airport,CAU,SNRU,CAU,172.72
Inajá,PE,2607000.0,-8.902046078875983,-37.82448511123039,Paulo Afonso Airport,PAV,SBUF,PAV,72.56
Ingazeira,PE,2607109.0,-7.6777971945152945,-37.45767047435626,Caruaru Airport,CAU,SNRU,CAU,172.65
Ipojuca,PE,2607208.0,-8.3969865,-35.06347193793707,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,33.79
Ipubi,PE,2607307.0,-7.6497044999999995,-40.150208750167195,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,108.22
Itacuruba,PE,2607406.0,-8.72451506478971,-38.68634168931235,Paulo Afonso Airport,PAV,SBUF,PAV,89.14
Itaíba,PE,2607505.0,-8.9400544003599,-37.418948458927375,Paulo Afonso Airport,PAV,SBUF,PAV,104.69
Ilha De Itamaracá,PE,2607604.0,-7.74657331766388,-34.823950567034004,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,43.65
Itambé,PE,2607653.0,-7.409263859999999,-35.11062735743171,Presidente Castro Pinto International Airport,JPA,SBJP,JPA,34.31
Itapetim,PE,2607703.0,-7.378428528421985,-37.18843931096046,Presidente João Suassuna Airport,CPV,SBKG,CPV,143.01
Itapissuma,PE,2607752.0,-7.774034764746535,-34.88927104872346,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,39.37
Itaquitinga,PE,2607802.0,-7.666393608502294,-35.10261456950376,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,54.83
Jaboatão Dos Guararapes,PE,2607901.0,-8.165391467357448,-34.92117346726027,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,4.33
Jaqueira,PE,2607950.0,-8.727969878045949,-35.797395213759934,Caruaru Airport,CAU,SNRU,CAU,54.95
Jataúba,PE,2608008.0,-7.98725777724561,-36.498828548416284,Caruaru Airport,CAU,SNRU,CAU,62.7
Jatobá,PE,2608057.0,-9.185069992521429,-38.27503766238428,Paulo Afonso Airport,PAV,SBUF,PAV,24.15
João Alfredo,PE,2608107.0,-7.86018872703986,-35.59150236899032,Caruaru Airport,CAU,SNRU,CAU,66.05
Joaquim Nabuco,PE,2608206.0,-8.626898299456345,-35.529241826161424,Caruaru Airport,CAU,SNRU,CAU,65.61
Jucati,PE,2608255.0,-8.70702896437458,-36.49038652367719,Caruaru Airport,CAU,SNRU,CAU,70.57
Jupi,PE,2608305.0,-8.706096852793385,-36.41173373846546,Caruaru Airport,CAU,SNRU,CAU,64.33
Jurema,PE,2608404.0,-8.7196671740285,-36.135954490622844,Caruaru Airport,CAU,SNRU,CAU,50.45
Lagoa Do Carro,PE,2608453.0,-7.8442324952026175,-35.31260192342559,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,53.1
Lagoa De Itaenga,PE,2608503.0,-7.932378178540144,-35.29280365252707,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,46.03
Lagoa Do Ouro,PE,2608602.0,-9.124171837925044,-36.464316931829615,Arapiraca Airport,APQ,SNAL,APQ,74.63
Lagoa Dos Gatos,PE,2608701.0,-8.649254864576458,-35.90712104432453,Caruaru Airport,CAU,SNRU,CAU,42.44
Lagoa Grande,PE,2608750.0,-8.995051485000001,-40.270725126483704,Senador Nilo Coelho Airport,PNZ,SBPL,PNZ,52.36
Lajedo,PE,2608800.0,-8.66285686583942,-36.32149661753078,Caruaru Airport,CAU,SNRU,CAU,54.2
Limoeiro,PE,2608909.0,-7.880198,-35.45526105095972,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,64.63
Macaparana,PE,2609006.0,-7.555680698747143,-35.44987497867492,Presidente João Suassuna Airport,CPV,SBKG,CPV,58.6
Machados,PE,2609105.0,-7.688572485625879,-35.51414056233553,Presidente João Suassuna Airport,CPV,SBKG,CPV,62.79
Manari,PE,2609154.0,-8.960108144634004,-37.62682294548302,Paulo Afonso Airport,PAV,SBUF,PAV,84.21
Maraial,PE,2609204.0,-8.783077601334984,-35.81411757245923,Caruaru Airport,CAU,SNRU,CAU,59.84
Mirandiba,PE,2609303.0,-8.120243802154517,-38.73456458227669,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,116.3
Moreno,PE,2609402.0,-8.118694529999999,-35.09486909988385,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,18.87
Nazaré Da Mata,PE,2609501.0,-7.7376879999999995,-35.22133869617437,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,54.26
Olinda,PE,2609600.0,-7.99266007532292,-34.8613103898235,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,16.39
Orobó,PE,2609709.0,-7.73789513366546,-35.6029820966855,Presidente João Suassuna Airport,CPV,SBKG,CPV,61.27
Orocó,PE,2609808.0,-8.617945646137736,-39.59524577610526,Senador Nilo Coelho Airport,PNZ,SBPL,PNZ,135.25
Ouricuri,PE,2609907.0,-7.883151975,-40.081462576736804,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,115.99
Palmares,PE,2610004.0,-8.6790825,-35.58833599375806,Caruaru Airport,CAU,SNRU,CAU,64.28
Palmeirina,PE,2610103.0,-9.001683285143244,-36.32731099872326,Zumbi dos Palmares Airport,MCZ,SBMO,MCZ,81.61
Panelas,PE,2610202.0,-8.667242284974815,-36.00157579873462,Caruaru Airport,CAU,SNRU,CAU,42.81
Paranatama,PE,2610301.0,-8.920145338000054,-36.65842926806013,Arapiraca Airport,APQ,SNAL,APQ,95.15
Parnamirim,PE,2610400.0,-8.09013832716909,-39.57578682297255,Orlando Bezerra de Menezes Airport,JDO,SBJU,JDO,102.56
Passira,PE,2610509.0,-7.978883941834125,-35.581684995222645,Caruaru Airport,CAU,SNRU,CAU,58.3
Paudalho,PE,2610608.0,-7.897135004999999,-35.17915106238545,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,37.98
Paulista,PE,2610707.0,-7.943187999999999,-34.88479161973683,Guararapes - Gilberto Freyre International Airport,REC,SBRF,REC,20.83
Pedra,PE,2610806.0,-8.498476499999999,-36.94279814888706,Caruaru Airport,CAU,SNRU,CAU,105.01
Pesqueira,PE,2610905.0,-8.355456107834964,-36.695514721897936,Caruaru Airport,CAU,SNRU,CAU,75.48
