Ano;Cód.;Município;Produto Interno Bruto a preços correntes (Mil Reais);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%)
2016;3515707;Ferraz de Vasconcelos (SP);2802622;47,14
2016;3515806;Flora Rica (SP);36090;23,61
2016;3515905;Floreal (SP);54287;30,76
2016;3516002;Flórida Paulista (SP);185751;38,91
2016;3516101;Florínea (SP);207279;70,12
2016;3516200;Franca (SP);8903408;64,48
2016;3516309;Francisco Morato (SP);1370268;51,33
2016;3516408;Franco da Rocha (SP);2855398;49,1
2016;3516507;Gabriel Monteiro (SP);76982;33,65
2016;3516606;Gália (SP);126135;42,44
2016;3516705;Garça (SP);1092279;58,89
2016;3516804;Gastão Vidigal (SP);60985;34,49
2016;3516853;Gavião Peixoto (SP);979560;20,02
2016;3516903;General Salgado (SP);239879;54,58
2016;3517000;Getulina (SP);164062;37,48
2016;3517109;Glicério (SP);107768;31,22
2016;3517208;Guaiçara (SP);174065;39,93
2016;3517307;Guaimbê (SP);71431;39,21
2016;3517406;Guaíra (SP);3343448;37,14
2016;3517505;Guapiaçu (SP);490240;40,53
2016;3517604;Guapiara (SP);537340;18,7
2016;3517703;Guará (SP);404279;44,11
2016;3517802;Guaraçaí (SP);268560;34,93
2016;3517901;Guaraci (SP);340812;28,61
2016;3518008;Guarani d'Oeste (SP);33086;32,13
2016;3518107;Guarantã (SP);159520;36,04
2016;3518206;Guararapes (SP);930885;45,45
2016;3518305;Guararema (SP);950994;49,2
2016;3518404;Guaratinguetá (SP);4791680;51,76
2016;3518503;Guareí (SP);224064;31,66
2016;3518602;Guariba (SP);1134657;61,23
2016;3518701;Guarujá (SP);8050354;61,01
2016;3518800;Guarulhos (SP);53095485;66,89
2016;3518859;Guatapará (SP);211864;25,83
2016;3518909;Guzolândia (SP);59761;29,45
2016;3519006;Herculândia (SP);251623;32,47
2016;3519055;Holambra (SP);909248;38,28
2016;3519071;Hortolândia (SP);11245733;52,73
2016;3519105;Iacanga (SP);447155;45,7
2016;3519204;Iacri (SP);161063;28,55
2016;3519253;Iaras (SP);129664;31,74
2016;3519303;Ibaté (SP);773593;45,55
2016;3519402;Ibirá (SP);226917;42,57
2016;3519501;Ibirarema (SP);164036;47,44
2016;3519600;Ibitinga (SP);1386536;50,38
2016;3519709;Ibiúna (SP);1609143;44,36
2016;3519808;Icém (SP);427520;22,15
2016;3519907;Iepê (SP);243225;51,6
2016;3520004;Igaraçu do Tietê (SP);285213;56,92
2016;3520103;Igarapava (SP);1077508;66,81
2016;3520202;Igaratá (SP);190819;56,05
2016;3520301;Iguape (SP);622636;41,69
2016;3520400;Ilhabela (SP);2912547;37,8
2016;3520426;Ilha Comprida (SP);551946;34,44
2016;3520442;Ilha Solteira (SP);583838;60,74
2016;3520509;Indaiatuba (SP);12282381;51,77
2016;3520608;Indiana (SP);59913;38,69
2016;3520707;Indiaporã (SP);77866;44,18
2016;3520806;Inúbia Paulista (SP);102141;65,99
2016;3520905;Ipaussu (SP);342572;45,16
2016;3521002;Iperó (SP);512368;39,95
2016;3521101;Ipeúna (SP);671436;30,57
2016;3521150;Ipiguá (SP);96444;27,55
2016;3521200;Iporanga (SP);47286;35,99
2016;3521309;Ipuã (SP);351576;42,97
2016;3521408;Iracemápolis (SP);1418741;44,7
2016;3521507;Irapuã (SP);149445;31,73
2016;3521606;Irapuru (SP);85254;42,35
2016;3521705;Itaberá (SP);572757;45,93
2016;3521804;Itaí (SP);592185;39
2016;3521903;Itajobi (SP);673051;35,15
2016;3522000;Itaju (SP);109144;34,38
2016;3522109;Itanhaém (SP);1608296;61,7
2016;3522158;Itaoca (SP);37720;26,79
2016;3522208;Itapecerica da Serra (SP);3143513;58,47
2016;3522307;Itapetininga (SP);4187367;52,98
2016;3522406;Itapeva (SP);2447764;44,59
2016;3522505;Itapevi (SP);11272547;65,41
2016;3522604;Itapira (SP);3302774;45,96
2016;3522653;Itapirapuã Paulista (SP);36525;33,48
2016;3522703;Itápolis (SP);1198133;52,93
2016;3522802;Itaporanga (SP);284676;56,25
2016;3522901;Itapuí (SP);555313;51,92
2016;3523008;Itapura (SP);97977;25,71
2016;3523107;Itaquaquecetuba (SP);6520878;55,63
2016;3523206;Itararé (SP);886623;58,36
2016;3523305;Itariri (SP);234429;36,69
2016;3523404;Itatiba (SP);5387046;44,14
2016;3523503;Itatinga (SP);276455;42,4
2016;3523602;Itirapina (SP);376687;49,51
2016;3523701;Itirapuã (SP);80669;34,48
2016;3523800;Itobi (SP);130290;41,47
2016;3523909;Itu (SP);7551211;57,48
2016;3524006;Itupeva (SP);5042657;47,89
2016;3524105;Ituverava (SP);1489976;49,91
2016;3524204;Jaborandi (SP);137557;30,87
2016;3524303;Jaboticabal (SP);2594417;58,24
2016;3524402;Jacareí (SP);10535706;45,43
2016;3524501;Jaci (SP);292282;38,34
2016;3524600;Jacupiranga (SP);517714;49,87
2016;3524709;Jaguariúna (SP);9676636;60,53
2016;3524808;Jales (SP);1265685;66,18
2016;3524907;Jambeiro (SP);208014;33,47
2016;3525003;Jandira (SP);3560083;54,96
2016;3525102;Jardinópolis (SP);968776;55,62
2016;3525201;Jarinu (SP);2140916;74,74
2016;3525300;Jaú (SP);4294014;67,34
2016;3525409;Jeriquara (SP);101694;29,58
2016;3525508;Joanópolis (SP);203196;53
2016;3525607;João Ramalho (SP);157043;18,76
2016;3525706;José Bonifácio (SP);1241724;48,59
2016;3525805;Júlio Mesquita (SP);51051;40,36
2016;3525854;Jumirim (SP);94815;33,09
2016;3525904;Jundiaí (SP);40317016;70,45
2016;3526001;Junqueirópolis (SP);561346;53,87
2016;3526100;Juquiá (SP);351570;37,47
2016;3526209;Juquitiba (SP);450954;62,01
2016;3526308;Lagoinha (SP);56230;42,13
2016;3526407;Laranjal Paulista (SP);923461;44,71
2016;3526506;Lavínia (SP);147027;27,45
2016;3526605;Lavrinhas (SP);107535;36,65
2016;3526704;Leme (SP);3004229;52,96
2016;3526803;Lençóis Paulista (SP);2566511;52,89
2016;3526902;Limeira (SP);11781232;54,68
2016;3527009;Lindóia (SP);160280;47,12
2016;3527108;Lins (SP);3637863;49,41
2016;3527207;Lorena (SP);2407535;54,07
2016;3527256;Lourdes (SP);38816;27,42
2016;3527306;Louveira (SP);12432122;65,33
2016;3527405;Lucélia (SP);400136;51,67
2016;3527504;Lucianópolis (SP);53309;29,11
2016;3527603;Luís Antônio (SP);1223735;25,28
2016;3527702;Luiziânia (SP);70758;36,71
2016;3527801;Lupércio (SP);55201;38,61
2016;3527900;Lutécia (SP);89044;19,04
2016;3528007;Macatuba (SP);635707;70,14
2016;3528106;Macaubal (SP);143616;50,31
2016;3528205;Macedônia (SP);67011;25,64
2016;3528304;Magda (SP);71323;38,89
2016;3528403;Mairinque (SP);1478872;46,65
2016;3528502;Mairiporã (SP);1637420;57,71
2016;3528601;Manduri (SP);200645;44,1
2016;3528700;Marabá Paulista (SP);124015;19,45
2016;3528809;Maracaí (SP);411198;47,9
2016;3528858;Marapoama (SP);164691;27,53
2016;3528908;Mariápolis (SP);57102;28,44
2016;3529005;Marília (SP);7161824;68,47
2016;3529104;Marinópolis (SP);32912;31,5
2016;3529203;Martinópolis (SP);525195;43,05
2016;3529302;Matão (SP);3779668;45,32
2016;3529401;Mauá (SP);14539610;46,17
2016;3529500;Mendonça (SP);223284;34,82
2016;3529609;Meridiano (SP);259436;34,35
2016;3529658;Mesópolis (SP);51178;20,65
2016;3529708;Miguelópolis (SP);1078024;19,99
2016;3529807;Mineiros do Tietê (SP);169082;38,9
2016;3529906;Miracatu (SP);420539;52,43
2016;3530003;Mira Estrela (SP);58422;32,55
2016;3530102;Mirandópolis (SP);618432;47,98
2016;3530201;Mirante do Paranapanema (SP);401367;33,29
2016;3530300;Mirassol (SP);1848213;53,63
2016;3530409;Mirassolândia (SP);98645;28
2016;3530508;Mococa (SP);2142378;54,73
2016;3530607;Mogi das Cruzes (SP);14562664;59,73
2016;3530706;Mogi Guaçu (SP);5350784;49,32
2016;3530805;Mogi Mirim (SP);4276305;56,57
2016;3530904;Mombuca (SP);88132;42,37
2016;3531001;Monções (SP);72553;34,15
2016;3531100;Mongaguá (SP);921508;58,57
2016;3531209;Monte Alegre do Sul (SP);159986;37,73
2016;3531308;Monte Alto (SP);1776016;51,15
2016;3531407;Monte Aprazível (SP);662990;46,67
2016;3531506;Monte Azul Paulista (SP);496776;65,85
2016;3531605;Monte Castelo (SP);96713;31,99
2016;3531704;Monteiro Lobato (SP);63948;49,91
2016;3531803;Monte Mor (SP);2919105;32,08
2016;3531902;Morro Agudo (SP);1323971;39,8
2016;3532009;Morungaba (SP);440817;38
2016;3532058;Motuca (SP);88986;28,52
2016;3532108;Murutinga do Sul (SP);59131;36,07
2016;3532157;Nantes (SP);145932;62,09
2016;3532207;Narandiba (SP);214417;30,91
2016;3532306;Natividade da Serra (SP);66550;37,03
2016;3532405;Nazaré Paulista (SP);319183;46,87
2016;3532504;Neves Paulista (SP);201373;44,35
2016;3532603;Nhandeara (SP);289240;49,95
2016;3532702;Nipoã (SP);79218;35,04
2016;3532801;Nova Aliança (SP);169738;36,56
2016;3532827;Nova Campina (SP);335431;18,98
2016;3532843;Nova Canaã Paulista (SP);35852;24,46
2016;3532868;Nova Castilho (SP);41416;19,76
2016;3532900;Nova Europa (SP);308929;35,96
2016;3533007;Nova Granada (SP);420200;48,98
2016;3533106;Nova Guataporanga (SP);27200;39,42
2016;3533205;Nova Independência (SP);122982;26,57
2016;3533254;Novais (SP);48363;30,3
2016;3533304;Nova Luzitânia (SP);42587;36,96
2016;3533403;Nova Odessa (SP);2980534;58,66
2016;3533502;Novo Horizonte (SP);1259295;54,86
2016;3533601;Nuporanga (SP);517702;35,54
2016;3533700;Ocauçu (SP);89318;28,92
2016;3533809;Óleo (SP);89879;17,41
2016;3533908;Olímpia (SP);1889058;54,04
2016;3534005;Onda Verde (SP);116692;35,7
2016;3534104;Oriente (SP);94959;48,95
2016;3534203;Orindiúva (SP);425366;36,65
2016;3534302;Orlândia (SP);1673808;52,06
2016;3534401;Osasco (SP);75683470;89,44
2016;3534500;Oscar Bressane (SP);85269;27,1
2016;3534609;Osvaldo Cruz (SP);834244;58,08
2016;3534708;Ourinhos (SP);2840996;63,11
2016;3534757;Ouroeste (SP);390358;39,32
2016;3534807;Ouro Verde (SP);100227;37,95
2016;3534906;Pacaembu (SP);197380;55,13
2016;3535002;Palestina (SP);350392;32,48
2016;3535101;Palmares Paulista (SP);103878;44,45
2016;3535200;Palmeira d'Oeste (SP);188581;41,84
2016;3535309;Palmital (SP);623742;54,23
2016;3535408;Panorama (SP);260217;51,01
2016;3535507;Paraguaçu Paulista (SP);1188898;57,32
2016;3535606;Paraibuna (SP);261849;48,03
2016;3535705;Paraíso (SP);234316;41
2016;3535804;Paranapanema (SP);647071;49,41
2016;3535903;Paranapuã (SP);84692;30,84
2016;3536000;Parapuã (SP);311552;41,47
2016;3536109;Pardinho (SP);283791;54,9
2016;3536208;Pariquera-Açu (SP);506971;60,06
2016;3536257;Parisi (SP);39375;28,86
2016;3536307;Patrocínio Paulista (SP);903159;31,66
2016;3536406;Paulicéia (SP);141374;38,57
2016;3536505;Paulínia (SP);36499593;37,17
2016;3536570;Paulistânia (SP);31343;25,42
2016;3536604;Paulo de Faria (SP);226307;28,01
2016;3536703;Pederneiras (SP);1822519;45,63
2016;3536802;Pedra Bela (SP);76160;37,3
2016;3536901;Pedranópolis (SP);56923;21,75
2016;3537008;Pedregulho (SP);886507;22,39
2016;3537107;Pedreira (SP);1126309;52,41
2016;3537156;Pedrinhas Paulista (SP);134985;64,74
2016;3537206;Pedro de Toledo (SP);144300;45,19
2016;3537305;Penápolis (SP);1545655;57,01
2016;3537404;Pereira Barreto (SP);741979;64,8
2016;3537503;Pereiras (SP);167206;39,03
2016;3537602;Peruíbe (SP);1187475;62,83
2016;3537701;Piacatu (SP);97253;36,78
2016;3537800;Piedade (SP);1233916;42,35
2016;3537909;Pilar do Sul (SP);606444;56,43
2016;3538006;Pindamonhangaba (SP);6763530;46,59
2016;3538105;Pindorama (SP);347649;44,48
2016;3538204;Pinhalzinho (SP);240610;50,34
2016;3538303;Piquerobi (SP);56426;32,26
2016;3538501;Piquete (SP);147698;50,15
2016;3538600;Piracaia (SP);464089;51,96
2016;3538709;Piracicaba (SP);21824203;56,59
2016;3538808;Piraju (SP);607437;62,21
2016;3538907;Pirajuí (SP);399153;54,81
2016;3539004;Pirangi (SP);267246;49,36
2016;3539103;Pirapora do Bom Jesus (SP);365342;48,69
2016;3539202;Pirapozinho (SP);749445;44,98
2016;3539301;Pirassununga (SP);2489883;60,89
2016;3539400;Piratininga (SP);197102;55,11
2016;3539509;Pitangueiras (SP);1502694;67,74
2016;3539608;Planalto (SP);103996;32,84
2016;3539707;Platina (SP);82489;23,99
2016;3539806;Poá (SP);4435625;53,99
2016;3539905;Poloni (SP);133850;36,62
2016;3540002;Pompéia (SP);1126561;43,35
2016;3540101;Pongaí (SP);76283;35,67
2016;3540200;Pontal (SP);1030902;42,3
2016;3540259;Pontalinda (SP);70282;25,61
2016;3540309;Pontes Gestal (SP);136140;27,22
2016;3540408;Populina (SP);94818;28,79
2016;3540507;Porangaba (SP);171048;35,84
2016;3540606;Porto Feliz (SP);1778360;48,06
2016;3540705;Porto Ferreira (SP);1864746;46,61
2016;3540754;Potim (SP);219111;43,76
2016;3540804;Potirendaba (SP);488486;42,63
2016;3540853;Pracinha (SP);27568;24,58
2016;3540903;Pradópolis (SP);759235;38,72
2016;3541000;Praia Grande (SP);6197207;64,79
2016;3541059;Pratânia (SP);107106;28,5
2016;3541109;Presidente Alves (SP);77468;33,68
2016;3541208;Presidente Bernardes (SP);257711;53,55
2016;3541307;Presidente Epitácio (SP);853811;56,41
2016;3541406;Presidente Prudente (SP);7397140;72,22
2016;3541505;Presidente Venceslau (SP);709553;65,74
2016;3541604;Promissão (SP);1610126;38,55
2016;3541653;Quadra (SP);81220;28,36
2016;3541703;Quatá (SP);423544;40,51
2016;3541802;Queiroz (SP);306560;24,6
2016;3541901;Queluz (SP);270280;59,01
2016;3542008;Quintana (SP);158830;31,65
2016;3542107;Rafard (SP);334979;34,12
2016;3542206;Rancharia (SP);1120140;39,07
2016;3542305;Redenção da Serra (SP);55774;38,21
2016;3542404;Regente Feijó (SP);612830;60,46
2016;3542503;Reginópolis (SP);130096;33,4
2016;3542602;Registro (SP);1827928;72,16
2016;3542701;Restinga (SP);177497;25,5
2016;3542800;Ribeira (SP);48518;29,62
2016;3542909;Ribeirão Bonito (SP);245619;45,52
2016;3543006;Ribeirão Branco (SP);406807;21,17
2016;3543105;Ribeirão Corrente (SP);115835;27,85
2016;3543204;Ribeirão do Sul (SP);128912;46,11
2016;3543238;Ribeirão dos Índios (SP);39925;22,92
2016;3543253;Ribeirão Grande (SP);301484;22,63
2016;3543303;Ribeirão Pires (SP);3000733;59,2
2016;3543402;Ribeirão Preto (SP);30035542;75,02
2016;3543501;Riversul (SP);64701;29,27
2016;3543600;Rifaina (SP);105741;40,85
2016;3543709;Rincão (SP);182648;39,96
2016;3543808;Rinópolis (SP);233029;39,8
2016;3543907;Rio Claro (SP);8920856;49,18
2016;3544004;Rio das Pedras (SP);1024244;51,06
2016;3544103;Rio Grande da Serra (SP);607626;41,73
2016;3544202;Riolândia (SP);204288;30,25
2016;3544251;Rosana (SP);2235752;7,46
2016;3544301;Roseira (SP);249123;50,39
2016;3544400;Rubiácea (SP);57973;27,02
2016;3544509;Rubinéia (SP);71320;32,96
2016;3544608;Sabino (SP);118376;34,3
2016;3544707;Sagres (SP);41094;27,8
2016;3544806;Sales (SP);130470;40,55
2016;3544905;Sales Oliveira (SP);331584;41,24
2016;3545001;Salesópolis (SP);200322;51,33
2016;3545100;Salmourão (SP);68915;31,21
2016;3545159;Saltinho (SP);225249;53,05
2016;3545209;Salto (SP);6037531;62,79
2016;3545308;Salto de Pirapora (SP);1470216;36,76
2016;3545407;Salto Grande (SP);223225;35,85
2016;3545506;Sandovalina (SP);504989;8,31
2016;3545605;Santa Adélia (SP);299347;50,65
2016;3545704;Santa Albertina (SP);190556;36,35
2016;3545803;Santa Bárbara d'Oeste (SP);5375127;52,73
2016;3546009;Santa Branca (SP);219261;45,82
2016;3546108;Santa Clara d'Oeste (SP);53877;31,9
2016;3546207;Santa Cruz da Conceição (SP);115743;44,23
2016;3546256;Santa Cruz da Esperança (SP);51500;24,47
2016;3546306;Santa Cruz das Palmeiras (SP);450974;59,83
2016;3546405;Santa Cruz do Rio Pardo (SP);1967149;51,45
2016;3546504;Santa Ernestina (SP);85214;42,14
2016;3546603;Santa Fé do Sul (SP);970883;59,11
2016;3546702;Santa Gertrudes (SP);1615013;29,27
2016;3546801;Santa Isabel (SP);1285236;52,45
2016;3546900;Santa Lúcia (SP);105056;36,28
2016;3547007;Santa Maria da Serra (SP);106603;34,31
2016;3547106;Santa Mercedes (SP);59072;26,9
2016;3547205;Santana da Ponte Pensa (SP);34151;24,16
2016;3547304;Santana de Parnaíba (SP);8265334;66,87
2016;3547403;Santa Rita d'Oeste (SP);52444;32,7
2016;3547502;Santa Rita do Passa Quatro (SP);595472;59,12
2016;3547601;Santa Rosa de Viterbo (SP);717017;43,11
2016;3547650;Santa Salete (SP);32563;23,69
2016;3547700;Santo Anastácio (SP);404622;57,02
2016;3547809;Santo André (SP);26837380;66,97
2016;3547908;Santo Antônio da Alegria (SP);156935;44,02
2016;3548005;Santo Antônio de Posse (SP);967009;51,5
2016;3548054;Santo Antônio do Aracanguá (SP);206174;29,31
2016;3548104;Santo Antônio do Jardim (SP);154265;40,31
2016;3548203;Santo Antônio do Pinhal (SP);99091;53,97
2016;3548302;Santo Expedito (SP);35290;36,5
2016;3548401;Santópolis do Aguapeí (SP);56342;42,57
2016;3548500;Santos (SP);21708055;78,32
2016;3548609;São Bento do Sapucaí (SP);181627;53,44
2016;3548708;São Bernardo do Campo (SP);43222829;67,5
2016;3548807;São Caetano do Sul (SP);12960847;63,61
2016;3548906;São Carlos (SP);9991863;54,28
2016;3549003;São Francisco (SP);47047;26,28
2016;3549102;São João da Boa Vista (SP);2787485;62,4
2016;3549201;São João das Duas Pontes (SP);35451;27,3
2016;3549250;São João de Iracema (SP);31404;27,78
2016;3549300;São João do Pau d'Alho (SP);50627;28,94
2016;3549409;São Joaquim da Barra (SP);1453585;51,32
2016;3549508;São José da Bela Vista (SP);152498;33,42
2016;3549607;São José do Barreiro (SP);53304;36,44
2016;3549706;São José do Rio Pardo (SP);1722016;55,94
2016;3549805;São José do Rio Preto (SP);15621477;77,01
2016;3549904;São José dos Campos (SP);41630243;45,74
2016;3549953;São Lourenço da Serra (SP);197621;58,11
2016;3550001;São Luiz do Paraitinga (SP);156910;54,13
2016;3550100;São Manuel (SP);1089046;58,01
2016;3550209;São Miguel Arcanjo (SP);667135;37,41
2016;3550308;São Paulo (SP);683066697;81,87
2016;3550407;São Pedro (SP);679407;61,32
2016;3550506;São Pedro do Turvo (SP);181632;36,19
2016;3550605;São Roque (SP);2581681;65,16
2016;3550704;São Sebastião (SP);2613066;59,63
2016;3550803;São Sebastião da Grama (SP);301337;52,69
2016;3550902;São Simão (SP);429659;49,96
2016;3551009;São Vicente (SP);5064791;63,22
2016;3551108;Sarapuí (SP);134881;38,45
2016;3551207;Sarutaiá (SP);65189;33,82
2016;3551306;Sebastianópolis do Sul (SP);277297;30,56
2016;3551405;Serra Azul (SP);148660;33,03
2016;3551504;Serrana (SP);892503;59,89
2016;3551603;Serra Negra (SP);664974;64,23
2016;3551702;Sertãozinho (SP);5005873;54,06
2016;3551801;Sete Barras (SP);377499;23,82
2016;3551900;Severínia (SP);211680;53,32
2016;3552007;Silveiras (SP);62441;35,64
2016;3552106;Socorro (SP);766718;58,28
2016;3552205;Sorocaba (SP);30530267;59,73
2016;3552304;Sud Mennucci (SP);167429;41,36
2016;3552403;Sumaré (SP);12237213;52,42
2016;3552502;Suzano (SP);10492192;43,99
2016;3552551;Suzanápolis (SP);78521;27,61
2016;3552601;Tabapuã (SP);238911;44,01
2016;3552700;Tabatinga (SP);241393;39,78
2016;3552809;Taboão da Serra (SP);8113751;59,36
2016;3552908;Taciba (SP);132470;29,84
2016;3553005;Taguaí (SP);210873;51,33
2016;3553104;Taiaçu (SP);78021;39,05
2016;3553203;Taiúva (SP);106086;44,64
2016;3553302;Tambaú (SP);534655;46,85
2016;3553401;Tanabi (SP);822810;42,55
2016;3553500;Tapiraí (SP);150322;31,41
2016;3553609;Tapiratiba (SP);307151;38,51
2016;3553658;Taquaral (SP);34148;29,86
2016;3553708;Taquaritinga (SP);1353955;57,99
2016;3553807;Taquarituba (SP);646055;63,13
2016;3553856;Taquarivaí (SP);239576;50,68
2016;3553906;Tarabai (SP);104054;45,3
2016;3553955;Tarumã (SP);808778;41,77
2016;3554003;Tatuí (SP);3779662;53,5
2016;3554102;Taubaté (SP);15525608;47,35
2016;3554201;Tejupá (SP);90742;22,23
2016;3554300;Teodoro Sampaio (SP);471467;43,99
2016;3554409;Terra Roxa (SP);130183;36,4
2016;3554508;Tietê (SP);1726397;50,32
2016;3554607;Timburi (SP);47451;31,83
2016;3554656;Torre de Pedra (SP);24491;35,94
2016;3554706;Torrinha (SP);206197;49,74
2016;3554755;Trabiju (SP);45730;26,8
2016;3554805;Tremembé (SP);702293;50,04
2016;3554904;Três Fronteiras (SP);104297;36,87
2016;3554953;Tuiuti (SP);84110;32
2016;3555000;Tupã (SP);1641861;62,49
2016;3555109;Tupi Paulista (SP);255049;57,95
2016;3555208;Turiúba (SP);41335;27,45
2016;3555307;Turmalina (SP);54669;21,23
2016;3555356;Ubarana (SP);362669;15,73
2016;3555406;Ubatuba (SP);1783037;67,24
2016;3555505;Ubirajara (SP);93547;34,29
2016;3555604;Uchoa (SP);228782;37,54
2016;3555703;União Paulista (SP);45856;26,71
2016;3555802;Urânia (SP);175473;37,98
2016;3555901;Uru (SP);48216;21,48
2016;3556008;Urupês (SP);360672;49,28
2016;3556107;Valentim Gentil (SP);292318;41,58
2016;3556206;Valinhos (SP);5357712;57,44
2016;3556305;Valparaíso (SP);855508;36,99
2016;3556354;Vargem (SP);103070;46,44
2016;3556404;Vargem Grande do Sul (SP);910800;60,05
2016;3556453;Vargem Grande Paulista (SP);1740033;59,04
2016;3556503;Várzea Paulista (SP);2539801;44,52
2016;3556602;Vera Cruz (SP);121613;50,45
2016;3556701;Vinhedo (SP);8085038;55,66
2016;3556800;Viradouro (SP);319900;54,5
2016;3556909;Vista Alegre do Alto (SP);330550;38,91
2016;3556958;Vitória Brasil (SP);34972;36,32
2016;3557006;Votorantim (SP);3076565;56,27
2016;3557105;Votuporanga (SP);2586156;64,64
2016;3557154;Zacarias (SP);75784;22,83
2016;3557204;Chavantes (SP);199412;46,95
2016;3557303;Estiva Gerbi (SP);272340;34,21
2016;4100103;Abatiá (PR);164842;27,01
2016;4100202;Adrianópolis (PR);238845;19,51
2016;4100301;Agudos do Sul (PR);167565;34
2016;4100400;Almirante Tamandaré (PR);1395466;40,78
2016;4100459;Altamira do Paraná (PR);72501;25,4
2016;4100509;Altônia (PR);333954;44,92
2016;4100608;Alto Paraná (PR);269412;31,84
2016;4100707;Alto Piquiri (PR);252649;40,66
2016;4100806;Alvorada do Sul (PR);243690;41,18
2016;4100905;Amaporã (PR);102639;31,91
2016;4101002;Ampére (PR);524894;40,07
2016;4101051;Anahy (PR);88154;30,19
2016;4101101;Andirá (PR);685620;49,22
2016;4101150;Ângulo (PR);89985;32,59
2016;4101200;Antonina (PR);527500;35,71
2016;4101309;Antônio Olinto (PR);166298;16,75
2016;4101408;Apucarana (PR);2977109;53,38
2016;4101507;Arapongas (PR);4035335;44,61
2016;4101606;Arapoti (PR);1040455;37,66
2016;4101655;Arapuã (PR);96883;26,43
2016;4101705;Araruna (PR);448182;30,69
2016;4101804;Araucária (PR);16979843;32,8
2016;4101853;Ariranha do Ivaí (PR);78928;17,09
2016;4101903;Assaí (PR);394257;45,15
2016;4102000;Assis Chateaubriand (PR);1155198;48,94
2016;4102109;Astorga (PR);621263;49,6
2016;4102208;Atalaia (PR);110665;37,46
2016;4102307;Balsa Nova (PR);608501;32,65
2016;4102406;Bandeirantes (PR);690954;50
2016;4102505;Barbosa Ferraz (PR);200731;38,49
2016;4102604;Barracão (PR);251704;58,96
2016;4102703;Barra do Jacaré (PR);85143;18,79
2016;4102752;Bela Vista da Caroba (PR);96051;19,41
2016;4102802;Bela Vista do Paraíso (PR);449275;65,16
2016;4102901;Bituruna (PR);290547;30,86
2016;4103008;Boa Esperança (PR);211842;38,02
2016;4103024;Boa Esperança do Iguaçu (PR);83957;30,57
2016;4103040;Boa Ventura de São Roque (PR);204091;28,99
2016;4103057;Boa Vista da Aparecida (PR);133561;30,09
2016;4103107;Bocaiúva do Sul (PR);195154;37,46
2016;4103156;Bom Jesus do Sul (PR);72383;20,78
2016;4103206;Bom Sucesso (PR);112280;24,05
2016;4103222;Bom Sucesso do Sul (PR);225744;31,23
2016;4103305;Borrazópolis (PR);173603;48,31
2016;4103354;Braganey (PR);180235;29,66
2016;4103370;Brasilândia do Sul (PR);180001;40,92
2016;4103404;Cafeara (PR);62899;22,25
2016;4103453;Cafelândia (PR);1507433;50,47
2016;4103479;Cafezal do Sul (PR);80015;30,87
2016;4103503;Califórnia (PR);139571;36,24
2016;4103602;Cambará (PR);659579;41,87
2016;4103701;Cambé (PR);3605364;57,67
2016;4103800;Cambira (PR);178392;33,94
2016;4103909;Campina da Lagoa (PR);441031;40,76
2016;4103958;Campina do Simão (PR);83540;18,41
2016;4104006;Campina Grande do Sul (PR);1150808;63,54
2016;4104055;Campo Bonito (PR);162796;18,94
2016;4104105;Campo do Tenente (PR);157919;31,24
2016;4104204;Campo Largo (PR);3810960;48,78
2016;4104253;Campo Magro (PR);355902;39,46
2016;4104303;Campo Mourão (PR);3362794;58,66
2016;4104402;Cândido de Abreu (PR);300226;29,96
2016;4104428;Candói (PR);486784;31,42
2016;4104451;Cantagalo (PR);232227;32,78
2016;4104501;Capanema (PR);660290;37,36
2016;4104600;Capitão Leônidas Marques (PR);1491314;9,09
2016;4104659;Carambeí (PR);1308605;39,31
2016;4104709;Carlópolis (PR);277360;38,06
2016;4104808;Cascavel (PR);10816720;63,6
2016;4104907;Castro (PR);2505436;41,62
2016;4105003;Catanduvas (PR);272890;28,62
2016;4105102;Centenário do Sul (PR);208522;36,67
2016;4105201;Cerro Azul (PR);262404;23,33
2016;4105300;Céu Azul (PR);575507;33,08
2016;4105409;Chopinzinho (PR);606923;42,99
2016;4105508;Cianorte (PR);2491858;48,77
2016;4105607;Cidade Gaúcha (PR);325170;40,47
2016;4105706;Clevelândia (PR);463634;40,34
2016;4105805;Colombo (PR);4685616;54,13
2016;4105904;Colorado (PR);583192;46,09
2016;4106001;Congonhinhas (PR);175292;30,36
2016;4106100;Conselheiro Mairinck (PR);101893;26,63
2016;4106209;Contenda (PR);344422;45,74
2016;4106308;Corbélia (PR);610062;48,72
2016;4106407;Cornélio Procópio (PR);1407159;57,36
2016;4106456;Coronel Domingos Soares (PR);172179;18,87
2016;4106506;Coronel Vivida (PR);623252;44,08
2016;4106555;Corumbataí do Sul (PR);61732;28,1
2016;4106571;Cruzeiro do Iguaçu (PR);110310;26,04
2016;4106605;Cruzeiro do Oeste (PR);665721;44,21
2016;4106704;Cruzeiro do Sul (PR);180608;15,59
2016;4106803;Cruz Machado (PR);305356;24,25
2016;4106852;Cruzmaltina (PR);95379;42,32
2016;4106902;Curitiba (PR);83746837;68,18
2016;4107009;Curiúva (PR);228672;32,19
2016;4107108;Diamante do Norte (PR);314651;10,33
